record_id,resource_name,author_name,url,resource_subtype,final_readiness_index_tier,final_tier_reason_details,relevance_status,documentation_status_clean,license_status_clean,subject_area,grade_span,grade_span_group,population_stakeholder,educational_use_case,license_status,documentation_status,row_count_or_size,author_institution,institution_country,artifact_location,original_information,dataset_artifact_status,dataset_artifact_evidence,public_good_dataset_confidence,public_good_dataset_confidence_reason,discovery_date,discovery_source,notes,publication_date,fit_score,is_downloadable,verification_note
new_7003c731f142,Foundation (opens in a new window),OpenAI - Research Blog,https://openaifoundation.org,Dataset,Not Reviewed: newly discovered,,Needs review,,,General,,,,,,,,,,,,,,,,2026-07-31,OpenAI - Research Blog,AI education resources lead from OpenAI - Research Blog.,,26.0,False,Unverified source (needs manual review)
new_8cbd98692cbb,Global Affairs,OpenAI - Research Blog,https://openai.com/news/global-affairs/,Dataset,Not Reviewed: newly discovered,,Needs review,,,General,,,,,,,,,,,,,,,,2026-07-31,OpenAI - Research Blog,AI education resources lead from OpenAI - Research Blog.,,26.0,False,Unverified source (needs manual review)
new_9dcc060eac42,"How GPT-5.6 fuses frontier intelligence with frontier efficiency Engineering Jul 29, 2026",OpenAI - Research Blog,https://openai.com/index/gpt-5-6-frontier-intelligence-efficiency/,Dataset,Not Reviewed: newly discovered,,Needs review,,,General,,,,,,,,,,,,,,,,2026-07-31,OpenAI - Research Blog,AI education resources lead from OpenAI - Research Blog.,,26.0,False,Unverified source (needs manual review)
new_f17de6c68d9f,Product,OpenAI - Research Blog,https://openai.com/news/product-releases/,Dataset,Not Reviewed: newly discovered,,Needs review,,,General,,,,,,,,,,,,,,,,2026-07-31,OpenAI - Research Blog,AI education resources lead from OpenAI - Research Blog.,,26.0,False,Unverified source (needs manual review)
new_e11d98e4c3b7,Research,OpenAI - Research Blog,https://openai.com/research/index/,Dataset,Not Reviewed: newly discovered,,Needs review,,,General,,,,,,,,,,,,,,,,2026-07-31,OpenAI - Research Blog,AI education resources lead from OpenAI - Research Blog.,,26.0,False,Unverified source (needs manual review)
new_c8a918ce5be2,Research,OpenAI - Research Blog,https://openai.com/news/research/,Dataset,Not Reviewed: newly discovered,,Needs review,,,General,,,,,,,,,,,,,,,,2026-07-31,OpenAI - Research Blog,AI education resources lead from OpenAI - Research Blog.,,26.0,False,Unverified source (needs manual review)
new_dc23c27f259c,Safety,OpenAI - Research Blog,https://openai.com/news/safety-alignment/,Dataset,Not Reviewed: newly discovered,,Needs review,,,General,,,,,,,,,,,,,,,,2026-07-31,OpenAI - Research Blog,AI education resources lead from OpenAI - Research Blog.,,26.0,False,Unverified source (needs manual review)
new_4c48eeaa24c2,Security,OpenAI - Research Blog,https://openai.com/news/security/,Dataset,Not Reviewed: newly discovered,,Needs review,,,General,,,,,,,,,,,,,,,,2026-07-31,OpenAI - Research Blog,AI education resources lead from OpenAI - Research Blog.,,26.0,False,Unverified source (needs manual review)
new_24e111992883,Evaluators,Learning Commons News,https://learningcommons.org/topic/evaluators/,Benchmark,Not Reviewed: newly discovered,,Needs review,,,General,,,,,,,,,,,,,,,,2026-07-31,Learning Commons News,Open infrastructure lead from Learning Commons News.,,23.0,False,Unverified source (needs manual review)
new_49126c5f7333,Evaluators Features,Learning Commons News,https://learningcommons.org/evaluators/features/,Benchmark,Not Reviewed: newly discovered,,Needs review,,,General,,,,,,,,,,,,,,,,2026-07-31,Learning Commons News,Open infrastructure lead from Learning Commons News.,,23.0,False,Unverified source (needs manual review)
new_d6fbab6e3fa4,Evaluators Use Cases,Learning Commons News,https://learningcommons.org/evaluators/use-cases/,Benchmark,Not Reviewed: newly discovered,,Needs review,,,General,,,,,,,,,,,,,,,,2026-07-31,Learning Commons News,Open infrastructure lead from Learning Commons News.,,23.0,False,Unverified source (needs manual review)
new_4f12077cd01f,Inference Providers,Papers With Code - Education,https://paperswithcode.com/inference/models,Dataset,Not Reviewed: newly discovered,,Needs review,,,General,,,,,,,,,,,,,,,,2026-07-31,Papers With Code - Education,ML research & code platform lead from Papers With Code - Education.,,23.0,False,Unverified source (needs manual review)
new_73815a3695f2,Introducing Claude for Teachers and open-source Agent Skills,Learning Commons News,https://learningcommons.org/blog/claude-for-teachers-agent-skills/,Dataset,Not Reviewed: newly discovered,,Needs review,,,General,,,,,,,,,,,,,,,,2026-07-31,Learning Commons News,Open infrastructure lead from Learning Commons News.,,23.0,False,Unverified source (needs manual review)
new_279dace8802a,Knowledge Graph,Learning Commons Knowledge Graph,https://learningcommons.org/knowledge-graph/,Dataset,Not Reviewed: newly discovered,,Needs review,,,General,,,,,,,,,,,,,,,,2026-07-31,Learning Commons Knowledge Graph,Open infrastructure lead from Learning Commons Knowledge Graph.,,23.0,False,Unverified source (needs manual review)
new_6313727,DrivenData: K-12 Education Competitions,DrivenData,https://www.drivendata.org/competitions/,Competition,,,,,,,,,,,,,,,,,,,,,,2026-08-04,DrivenData,,,65.0,,
new_7155917,"ArXiv: The Theoretical Foundation of Socratic Tests: Dynamic, Multimodal, Conversationa",ArXiv,https://arxiv.org/abs/2607.29624v1,Research_Paper,,,,,,,,,,,,,,,,,,,,,,2026-08-04,ArXiv,,,65.0,,
new_7180730,ArXiv: TerraNova: A Foundation Model for the Anthropocene,ArXiv,https://arxiv.org/abs/2607.29527v1,Model,,,,,,,,,,,,,,,,,,,,,,2026-08-04,ArXiv,,,65.0,,
new_1958492,ArXiv: The Deployment Wall: A Diagnostic Framework and Instrument for Enterprise AI in ,ArXiv,https://arxiv.org/abs/2607.29089v1,Research_Paper,,,,,,,,,,,,,,,,,,,,,,2026-08-04,ArXiv,,,65.0,,
new_892854,ArXiv: The Role of Causality in Algorithmic Recourse,ArXiv,https://arxiv.org/abs/2607.28497v1,Research_Paper,,,,,,,,,,,,,,,,,,,,,,2026-08-04,ArXiv,,,65.0,,
new_4374929,ArXiv: Structured AI Demonstrations and Student LLM Use in Engineering Mechanics: Study,ArXiv,https://arxiv.org/abs/2607.28710v1,Research_Paper,,,,,,,,,,,,,,,,,,,,,,2026-08-04,ArXiv,,,65.0,,
new_4012074,ArXiv: Fairness Pruning: Locating Demographic Bias in GLU-MLP Layers via Differential A,ArXiv,https://arxiv.org/abs/2607.28319v1,Research_Paper,,,,,,,,,,,,,,,,,,,,,,2026-08-04,ArXiv,,,65.0,,
new_5978135,ArXiv: Technology-Enhanced Tabletop Exercises for Cybersecurity Education: Lessons Lear,ArXiv,https://arxiv.org/abs/2607.28179v1,Research_Paper,,,,,,,,,,,,,,,,,,,,,,2026-08-04,ArXiv,,,65.0,,
new_8016748,ArXiv: Rethinking LLM-Judged Helpfulness as a Pedagogy Signal: A Pre-Registered Audit A,ArXiv,https://arxiv.org/abs/2607.28128v1,Model,,,,,,,,,,,,,,,,,,,,,,2026-08-04,ArXiv,,,65.0,,
new_2569070,ArXiv: Can AI agents conduct open-ended AI research? Early evidence from two case studi,ArXiv,https://arxiv.org/abs/2607.27191v1,Research_Paper,,,,,,,,,,,,,,,,,,,,,,2026-08-04,ArXiv,,,65.0,,
new_9469688,ArXiv: Constitutional Midtraining: Content Presence Drives Alignment Gains,ArXiv,https://arxiv.org/abs/2607.26654v2,Research_Paper,,,,,,,,,,,,,,,,,,,,,,2026-08-04,ArXiv,,,65.0,,
new_6227020,GitHub transformers: Release v5.14.0,GitHub - huggingface,https://github.com/huggingface/transformers/releases/tag/v5.14.0,Github_Release,,,,,,,,,,,,,,,,,,,,,,2026-08-04,GitHub - huggingface,,,65.0,,
new_3227563,HuggingFace: Glint-Research/Fable-5-traces,HuggingFace,https://huggingface.co/datasets/Glint-Research/Fable-5-traces,Dataset,,,,,,,,,,,,,,,,,,,,,,2026-08-04,HuggingFace,,,65.0,,
new_2984805,HuggingFace: ianncity/GLM-5.2-Conversation,HuggingFace,https://huggingface.co/datasets/ianncity/GLM-5.2-Conversation,Dataset,,,,,,,,,,,,,,,,,,,,,,2026-08-04,HuggingFace,,,65.0,,
new_4596037,HuggingFace: r0b0tlab/qwen3.8-max-distillation-50k,HuggingFace,https://huggingface.co/datasets/r0b0tlab/qwen3.8-max-distillation-50k,Dataset,,,,,,,,,,,,,,,,,,,,,,2026-08-04,HuggingFace,,,65.0,,
new_6720713,ArXiv: MonitrLLM: A Community-Centered Evaluation Infrastructure for Large Language Mod,ArXiv,https://arxiv.org/abs/2608.02409v1,Benchmark,,,,,,,,,,,,,,,,,,,,,,2026-08-04,ArXiv,,,68.0,,
new_361595,ArXiv: Humans Are More Diverse: Frontier LLMs Show Extreme Policies in Idealised AI Dev,ArXiv,https://arxiv.org/abs/2608.01193v1,Benchmark,,,,,,,,,,,,,,,,,,,,,,2026-08-04,ArXiv,,,68.0,,
new_9524583,ArXiv: A Protocol for Evaluating the Accessibility of AI-Generated Educational Material,ArXiv,https://arxiv.org/abs/2608.00749v1,Benchmark,,,,,,,,,,,,,,,,,,,,,,2026-08-04,ArXiv,,,68.0,,
new_1746090,ArXiv: When benchmark inferences do not compose: Projectibility in AI evaluation,ArXiv,https://arxiv.org/abs/2607.26159v1,Benchmark,,,,,,,,,,,,,,,,,,,,,,2026-08-04,ArXiv,,,68.0,,
new_5837449,ArXiv: Towards Trustworthy Embodied Intelligence: A Systems Framework and Graded Trustw,ArXiv,https://arxiv.org/abs/2607.26121v1,Benchmark,,,,,,,,,,,,,,,,,,,,,,2026-08-04,ArXiv,,,68.0,,
new_4870795,ArXiv: The Disruptive Impact of Large Language Models on Capture the Flag Competitions ,ArXiv,https://arxiv.org/abs/2607.25425v1,Benchmark,,,,,,,,,,,,,,,,,,,,,,2026-08-04,ArXiv,,,68.0,,
new_8338097,ArXiv: BHARATI: Morphology-Aware Tokenizers for Classical Indian Languages with Subword,ArXiv,https://arxiv.org/abs/2607.23319v1,Benchmark,,,,,,,,,,,,,,,,,,,,,,2026-08-04,ArXiv,,,68.0,,
new_4829087,OpenReview: ICLR.cc/2024 Education Benchmarks,OpenReview,https://openreview.net/search?term=education+benchmark&venue=ICLR.cc/2024,Benchmark,,,,,,,,,,,,,,,,,,,,,,2026-08-04,OpenReview,,,68.0,,
new_2737313,OpenReview: NeurIPS.cc/2024 Education Benchmarks,OpenReview,https://openreview.net/search?term=education+benchmark&venue=NeurIPS.cc/2024,Benchmark,,,,,,,,,,,,,,,,,,,,,,2026-08-04,OpenReview,,,68.0,,
new_7447196,GitHub: arm-gem5-rsk,GitHub - arm-education,https://github.com/arm-education/arm-gem5-rsk,Benchmark,,,,,,,,,,,,,,,,,,,,,,2026-08-04,GitHub - arm-education,,,68.0,,
new_189079,AI2: SQuAD Benchmark,Allen Institute for AI,https://rajpurkar.github.io/SQuAD-explorer/,Benchmark,,,,,,,,,,,,,,,,,,,,,,2026-08-04,Allen Institute for AI,,,68.0,,
new_7462957,AI2: MMLU Benchmark,Allen Institute for AI,https://github.com/hendrycks/test,Benchmark,,,,,,,,,,,,,,,,,,,,,,2026-08-04,Allen Institute for AI,,,68.0,,
new_8901205,IEEE DataPort - Open Data Catalog,IEEE,https://ieee-dataport.org,Data Catalog,,,,,,,,,,,,,,,,,,,,,,2026-08-04,IEEE,,,75.0,,
new_664612,Zenodo - Open Research Data Repository,CERN,https://zenodo.org,Data Catalog,,,,,,,,,,,,,,,,,,,,,,2026-08-04,CERN,,,75.0,,
new_ldc_search_2024,LDC Catalog - Linguistic Data Consortium Search,University of Pennsylvania,https://catalog.ldc.upenn.edu/search,Data Catalog,,,,,,,,,,,,,,,,,,,,,,2026-08-04,University of Pennsylvania,,,75.0,,
leaderboard_fab_ai,FAB-AI Edtech Quality Benchmarks,FAB-AI,https://www.fab-ai.org/initiatives/ai-for-education/edtech-quality/benchmarks?benchmark=CDPK&models=%5B%5D&cost=10&pageView=table&benchmarkType=core_benchmarks&dataset=&modelMode=default,Leaderboard,Ready,K-12 AI leaderboard,Strong K-12 relevance,Sufficient,Open,Education,K-12,K-12,students,Benchmarking,Open,Sufficient,,FAB-AI,USA,FAB-AI,FAB-AI,Leaderboard available,EdTech AI quality benchmarks,High,FAB-AI hosted,,FAB-AI,FAB-AI Edtech Benchmarks,2024-01-15,85.0,True,v18 - verified
leaderboard_korabench,Korabench: AI Child Safety Leaderboard,Korabench,https://korabench.ai/leaderboard,Leaderboard,Ready,K-12 AI safety leaderboard,Strong K-12 relevance,Sufficient,Open,Education,K-12,K-12,students,AI Safety Benchmarking,Open,Sufficient,,Korabench,USA,Korabench,Korabench,Leaderboard available,AI child safety benchmark leaderboard,High,Korabench hosted,,Korabench,Korabench Safety Leaderboard,2024-02-01,85.0,True,v18 - verified
leaderboard_korabench_apps,Korabench Apps Leaderboard,Korabench,https://korabench.ai/apps/leaderboard,Leaderboard,Ready,K-12 AI apps leaderboard,Strong K-12 relevance,Sufficient,Open,Education,K-12,K-12,students,App Benchmarking,Open,Sufficient,,Korabench,USA,Korabench,Korabench,Leaderboard available,Educational AI apps benchmark leaderboard,High,Korabench hosted,,Korabench,Korabench Apps Leaderboard,2024-02-01,85.0,True,v18 - verified
